Name,Position,Minutes,Tries,Try Assists,Try Contributions,Carries,Meters,Defenders Beaten,Linebreaks,Offloads,Tackles,Missed Tackles,Turnovers Won,Turnovers Lost,Penalties,Kicks,Passes,Dominant Tackles,Starter,Opponent,Date,For,Against,Posession,Territory
Aaron Cruden,First Five,80,0,2,2,9,83,4,3,3,4,0,0,0,0,9,24,NA,Starter,Wales,11-Jun-16,39,21,55,54
Aaron Cruden,First Five,32,0,0,0,4,5,1,0,0,2,0,0,0,0,1,5,NA,Starter,Wales,18-Jun-16,36,22,44,50
Aaron Cruden,First Five,40,0,0,1,4,19,1,0,3,7,1,0,0,0,3,14,NA,Bench,Australia,20-Aug-16,42,8,55,60
Aaron Cruden,First Five,15,0,0,0,2,1,0,0,1,3,0,0,1,1,1,6,NA,Bench,Australia,27-Aug-16,29,9,55,60
Aaron Cruden,First Five,16,0,0,1,2,10,1,0,1,4,0,1,0,0,2,9,NA,Bench,Argentina,10-Sep-16,57,22,45,60
Aaron Cruden,First Five,35,0,0,0,6,27,1,1,3,7,0,0,2,0,8,15,NA,Bench,Australia,22-Oct-16,37,10,35,32
Aaron Cruden,First Five,25,0,0,1,3,23,0,1,0,3,0,0,0,0,1,5,NA,Bench,Ireland,6-Nov-16,29,40,49,51
Aaron Cruden,First Five,59,0,0,3,9,43,2,1,1,0,1,0,3,0,10,28,NA,Starter,Italy,13-Nov-16,68,10,63,50
Aaron Cruden,First Five,22,0,0,0,2,9,1,0,1,6,0,0,2,0,4,7,NA,Bench,Ireland,20-Nov-16,21,9,34,46
Aaron Cruden,First Five,23,0,0,0,2,16,0,0,0,1,0,0,0,0,1,9,NA,Bench,France,27-Nov-16,24,19,50,47
Aaron Cruden,First Five,54,0,1,1,8,22,0,0,2,6,2,0,1,0,4,17,NA,Bench,Lions,24-Jun-17,30,15,61,63
Aaron Cruden,First Five,21,0,0,0,2,7,1,0,1,1,0,0,0,1,1,1,NA,Bench,Lions,1-Jul-17,21,24,61,58
Aaron Cruden,First Five,8,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,NA,Bench,Lions,8-Jul-17,15,15,51,56
Aaron Smith,Halfback,68,0,1,3,6,13,0,1,0,3,2,0,3,1,11,72,NA,Starter,Wales,11-Jun-16,39,21,55,54
Aaron Smith,Halfback,64,0,2,4,8,36,1,1,0,3,1,1,4,1,10,55,NA,Starter,Wales,18-Jun-16,36,22,44,50
Aaron Smith,Halfback,71,0,2,4,7,30,3,3,2,3,1,0,0,0,4,58,NA,Starter,Wales,26-Jun-16,46,6,38,54
Aaron Smith,Halfback,67,0,0,4,8,17,1,2,2,2,1,0,0,1,4,85,NA,Starter,Australia,20-Aug-16,42,8,55,60
Aaron Smith,Halfback,65,0,1,4,2,16,3,1,0,4,0,1,2,0,4,51,NA,Starter,Australia,27-Aug-16,29,9,55,60
Aaron Smith,Halfback,48,0,1,2,4,9,0,0,0,7,2,0,1,0,3,29,NA,Starter,Argentina,10-Sep-16,57,22,45,60
Aaron Smith,Halfback,63,0,2,4,6,48,4,1,1,2,3,0,1,0,8,47,NA,Starter,South Africa,17-Sep-16,41,13,51,54
Aaron Smith,Halfback,45,0,0,1,3,3,0,0,0,3,2,0,0,1,3,43,NA,Starter,Ireland,6-Nov-16,29,40,49,51
Aaron Smith,Halfback,30,0,0,2,6,35,1,1,0,1,0,0,0,0,2,42,NA,Bench,Italy,13-Nov-16,68,10,63,50
Aaron Smith,Halfback,48,0,1,2,0,0,0,0,0,8,1,0,1,1,8,34,NA,Starter,Ireland,20-Nov-16,21,9,34,46
Aaron Smith,Halfback,21,0,0,0,0,0,0,0,0,0,0,0,0,1,2,23,NA,Bench,France,27-Nov-16,24,19,50,47
Aaron Smith,Halfback,56,0,0,6,6,15,0,1,1,3,1,1,1,0,10,40,NA,Starter,Samoa,16-Jun-17,78,0,45,40
Aaron Smith,Halfback,55,0,0,2,7,26,0,2,2,2,3,0,2,1,6,103,NA,Starter,Lions,24-Jun-17,30,15,61,63
Aaron Smith,Halfback,65,0,0,0,1,1,0,0,0,1,0,0,0,1,10,53,NA,Starter,Lions,1-Jul-17,21,24,61,58
Aaron Smith,Halfback,73,0,0,2,5,2,0,0,0,3,1,0,0,0,7,72,NA,Starter,Lions,8-Jul-17,15,15,51,56
Aaron Smith,Halfback,52,0,3,6,7,12,1,0,3,3,0,0,0,0,0,60,NA,Starter,Australia,19-Aug-17,54,34,58,51
Aaron Smith,Halfback,67,1,2,2,7,19,1,1,0,6,2,0,1,0,0,80,NA,Starter,Australia,26-Aug-17,35,29,61,51
Aaron Smith,Halfback,57,0,1,3,3,9,1,0,0,5,1,0,0,0,3,47,NA,Starter,South Africa,16-Sep-17,57,0,53,49
Aaron Smith,Halfback,50,0,0,3,5,21,0,1,0,3,1,0,0,0,4,36,NA,Starter,Argentina,1-Oct-17,36,10,53,48
Aaron Smith,Halfback,59,0,0,0,6,30,2,2,0,10,4,0,0,0,2,59,NA,Starter,South Africa,8-Oct-17,25,24,36,56
Aaron Smith,Halfback,64,0,1,1,1,20,0,1,0,3,0,1,0,0,7,36,NA,Starter,Australia,21-Oct-17,18,23,43,52
Aaron Smith,Halfback,68,0,0,4,3,19,1,1,0,3,2,0,1,0,8,42,NA,Starter,France,12-Nov-17,38,18,43,58
Aaron Smith,Halfback,64,0,0,1,5,15,1,1,0,7,0,0,1,0,7,51,NA,Starter,Scotland,19-Nov-17,22,17,40,42
Aaron Smith,Halfback,63,0,2,3,3,21,1,1,0,6,0,0,1,0,7,58,NA,Starter,Wales,26-Nov-17,33,18,36,44
Aaron Smith,Halfback,65,0,1,2,2,0,0,0,0,3,1,1,0,3,7,71,NA,Starter,France,9-Jun-18,52,11,66,53
Aaron Smith,Halfback,54,0,1,1,4,13,0,1,0,2,1,0,2,0,3,41,NA,Starter,France,16-Jun-18,26,13,42,43
Aaron Smith,Halfback,63,0,2,5,1,0,0,0,0,7,1,0,1,0,5,64,NA,Starter,France,23-Jun-18,49,14,49,44
Aaron Smith,Halfback,67,1,0,0,5,25,0,2,0,3,0,0,1,0,7,77,NA,Starter,Australia,18-Aug-18,38,13,55,53
Aaron Smith,Halfback,62,0,4,5,6,14,3,0,0,6,2,0,3,0,2,70,NA,Starter,Australia,25-Aug-18,40,12,48,46
Aaron Smith,Halfback,49,1,0,2,6,33,1,1,0,1,1,0,1,0,0,78,NA,Starter,South Africa,15-Sep-18,34,36,75,57
Aaron Smith,Halfback,14,0,0,0,1,0,0,0,0,1,0,0,0,0,1,13,NA,Bench,Argentina,30-Sep-18,35,17,47,46
Aaron Smith,Halfback,69,1,0,0,4,39,2,1,0,4,1,0,1,1,10,27,NA,Starter,South Africa,7-Oct-18,32,30,41,36
Aaron Smith,Halfback,20,0,0,1,1,10,0,1,0,0,2,0,0,0,1,11,NA,Bench,Australia,27-Oct-18,37,20,54,51
Aaron Smith,Halfback,62,0,0,1,4,21,1,1,0,3,1,0,1,0,8,72,NA,Starter,England,11-Nov-18,16,15,62,52
Aaron Smith,Halfback,57,0,0,0,0,0,0,0,0,13,2,0,0,0,3,56,NA,Starter,Scotland,18-Nov-18,9,16,48,52
Aaron Smith,Halfback,68,0,1,1,4,4,0,0,0,4,0,NA,0,0,NA,59,NA,Starter,Argentina,21-Jul-19,20,16,42,41
Aaron Smith,Halfback,21,0,0,0,2,4,1,1,0,5,0,NA,0,0,NA,38,NA,Bench,South Africa,27-Jul-19,16,16,57,59
Aaron Smith,Halfback,62,0,1,3,2,23,2,2,0,9,3,NA,1,0,NA,46,NA,Starter,Australia,10-Aug-19,26,47,35,24
Aaron Smith,Halfback,51,1,2,2,6,25,0,1,2,0,0,NA,0,0,13,37,NA,Starter,Australia,17-Aug-19,36,0,50,52
Aaron Smith,Halfback,21,0,0,1,0,0,0,0,0,5,0,NA,0,1,NA,17,NA,Bench,Tonga,7-Sep-19,92,7,52,49
Aaron Smith,Halfback,62,0,0,1,6,12,3,1,0,4,2,NA,1,0,NA,46,NA,Starter,South Africa,21-Sep-19,23,13,47,41
Aaron Smith,Halfback,51,0,2,4,6,16,0,0,1,4,0,NA,2,1,NA,63,NA,Starter,Namibia,6-Oct-19,71,9,54,57
Aaron Smith,Halfback,61,2,0,1,5,11,1,2,1,5,0,NA,0,0,NA,72,NA,Starter,Ireland,19-Oct-19,46,14,50,56
Aaron Smith,Halfback,55,0,0,0,3,3,1,0,0,7,1,NA,1,1,NA,45,NA,Starter,England,26-Oct-19,7,19,44,38
Aaron Smith,Halfback,57,0,3,5,13,64,1,3,1,5,0,NA,0,0,NA,49,NA,Starter,Wales,1-Nov-19,40,17,39,39
Aaron Smith,Halfback,63,0,0,0,3,0,0,0,0,5,1,NA,0,0,NA,52,NA,Starter,Argentina,14-Nov-20,15,25,45,46
Aaron Smith,Halfback,59,0,0,0,2,6,0,0,0,2,0,NA,1,NA,0,79,NA,Starter,Argentina,28-Nov-20,38,0,71,82
Aaron Smith,Halfback,67,0,1,4,3,7,2,1,1,3,0,0,0,2,1,49,NA,Starter,Fiji,10-Jul-21,57,23,51,54
Aaron Smith,Halfback,63,0,0,3,2,0,0,0,1,2,1,0,1,0,3,37,NA,Starter,Fiji,17-Jul-21,60,13,60,65
Aaron Smith,Halfback,71,0,2,2,2,2,1,0,0,4,0,0,1,0,2,56,NA,Starter,Australia,7-Aug-21,33,25,47,42
Aaron Smith,Halfback,66,0,2,4,3,58,4,2,0,3,1,NA,0,0,NA,31,NA,Starter,Australia,14-Aug-21,57,22,47,40
Aaron Smith,Halfback,60,0,1,2,5,14,1,0,1,6,1,NA,0,0,NA,0,NA,Starter,France,21-Nov-21,25,40,53,47
Aaron Smith,Halfback,59,0,3,3,4,11,1,1,0,5,0,0,0,1,5,52,0,Starter,Ireland,2-Jul-22,42,19,42,39
Aaron Smith,Halfback,61,0,0,0,1,4,0,0,0,4,1,0,0,0,2,64,0,Starter,Ireland,9-Jul-22,12,23,53,38
Aaron Smith,Halfback,61,0,1,2,2,0,1,0,0,0,0,0,1,1,4,72,0,Starter,Ireland,16-Jul-22,22,32,49,57
Aaron Smith,Halfback,69,0,0,0,0,0,0,0,0,4,3,0,1,0,2,54,0,Starter,South Africa,7-Aug-22,10,26,45,31
Aaron Smith,Halfback,68,0,0,1,2,5,0,0,2,1,2,0,0,0,0,67,0,Starter,South Africa,21-Aug-22,35,23,50,47
Aaron Smith,Halfback,62,0,0,0,0,0,0,0,0,1,1,0,1,0,4,60,0,Starter,Argentina,27-Aug-22,18,25,60,59
Aaron Smith,Halfback,51,0,1,2,4,4,0,0,0,2,2,0,1,0,5,54,0,Starter,Argentina,3-Sep-22,53,3,54,50
Aaron Smith,Halfback,74,0,0,3,0,0,0,0,0,5,0,1,1,0,1,50,0,Starter,Australia,15-Sep-22,39,37,50,62
Aaron Smith,Halfback,56,0,0,1,3,17,0,0,0,3,0,1,0,2,3,47,0,Starter,Australia,24-Sep-22,40,14,55,45
Aaron Smith,Halfback,18,0,0,0,1,0,0,0,1,1,0,0,0,0,1,20,0,Bench,Japan,29-Oct-22,38,31,61,54
Aaron Smith,Halfback,67,2,0,1,7,35,4,2,0,11,1,1,1,0,8,60,1,Starter,Wales,6-Nov-22,55,23,52,45
Aaron Smith,Halfback,62,0,0,1,3,4,0,1,0,6,1,0,0,1,3,55,1,Starter,England,20-Nov-22,25,25,46,40
Aaron Smith,Halfback,60,1,0,4,2,3,1,1,0,6,1,0,1,0,0,62,1,Starter,Argentina,9-Jul-23,41,12,52,47
Aaron Smith,Halfback,59,1,0,1,2,14,0,0,0,2,0,0,1,0,3,62,0,Starter,South Africa,15-Jul-23,35,20,56,40
Aaron Smith,Halfback,60,0,0,1,4,7,0,0,0,7,3,1,2,0,4,89,0,Starter,Australia,29-Jul-23,38,7,57,51
Aaron Smith,Halfback,28,0,1,1,4,28,1,1,0,2,0,0,0,0,0,51,0,Bench,Australia,5-Aug-23,23,20,52,48
Aaron Smith,Halfback,60,0,0,0,6,17,0,0,0,1,2,0,0,0,2,59,1,Starter,South Africa,26-Aug-23,7,35,53,49
Aaron Smith,Halfback,62,0,0,1,1,10,0,0,0,5,3,0,0,0,3,48,3,Starter,France,9-Sep-23,13,27,48,39
Aaron Smith,Halfback,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,0,Bench,Namibia,16-Sep-23,71,3,64,40
Aaron Smith,Halfback,48,3,0,1,6,24,2,0,0,3,0,0,0,0,4,41,0,Starter,Italy,30-Sep-23,96,17,57,52
Aaron Smith,Halfback,70,0,0,3,5,25,3,1,0,4,3,0,0,1,6,67,0,Starter,Ireland,15-Oct-23,28,24,45,48
Aaron Smith,Halfback,55,1,0,3,7,32,2,1,0,3,0,1,0,0,3,73,0,Starter,Argentina,21-Oct-23,44,6,57,50
Aaron Smith,Halfback,65,0,0,1,6,21,2,1,0,3,0,0,1,0,12,81,0,Starter,South Africa,29-Oct-23,11,12,60,51
Aidan Ross,Prop,20,0,0,0,2,1,0,0,0,3,1,0,1,1,0,0,0,Bench,Ireland,9-Jul-22,12,23,53,38
Akira Ioane,Blindside,28,0,0,0,3,15,2,0,0,5,0,0,0,0,0,0,NA,Starter,Australia,7-Nov-20,22,24,48,49
Akira Ioane,Blindside,64,0,0,0,9,41,2,0,0,8,0,NA,0,NA,0,7,NA,Starter,Argentina,28-Nov-20,38,0,71,82
Akira Ioane,Blindside,80,0,1,2,12,100,4,2,0,0,0,1,1,1,1,6,NA,Starter,Tonga,3-Jul-21,102,0,57,39
Akira Ioane,Blindside,66,0,0,0,7,23,2,0,0,8,0,3,0,2,0,1,NA,Starter,Fiji,17-Jul-21,60,13,60,65
Akira Ioane,Blindside,67,0,0,0,10,35,1,1,0,5,0,1,0,1,0,2,NA,Starter,Australia,7-Aug-21,33,25,47,42
Akira Ioane,Blindside,80,0,0,1,9,78,3,1,0,8,0,NA,1,0,NA,3,NA,Starter,Australia,14-Aug-21,57,22,47,40
Akira Ioane,Blindside,80,0,1,2,9,86,9,3,1,8,1,NA,1,1,NA,7,NA,Starter,Australia,5-Sep-21,38,21,44,45
Akira Ioane,Blindside,65,0,0,0,11,38,5,1,0,4,1,NA,2,1,NA,5,NA,Starter,Argentina,12-Sep-21,39,0,61,69
Akira Ioane,Blindside,70,0,0,0,5,18,1,0,0,5,2,NA,1,1,NA,0,NA,Starter,South Africa,25-Sep-21,19,17,48,55
Akira Ioane,Blindside,80,0,0,0,4,5,0,0,1,6,2,NA,1,2,NA,2,NA,Starter,South Africa,2-Oct-21,29,31,47,43
Akira Ioane,Blindside,15,0,0,0,1,0,0,0,0,1,0,NA,0,0,NA,1,NA,Bench,Wales,31-Oct-21,54,16,51,46
Akira Ioane,Blindside,18,0,0,0,3,18,3,0,0,3,0,NA,0,0,NA,1,NA,Bench,Ireland,14-Nov-21,20,29,40,35
Akira Ioane,Blindside,61,0,0,0,5,10,1,0,0,7,1,NA,0,0,NA,0,NA,Starter,France,21-Nov-21,25,40,53,47
Akira Ioane,Blindside,80,1,0,0,22,73,6,1,0,11,1,0,1,1,0,2,1,Starter,Ireland,16-Jul-22,22,32,49,57
Akira Ioane,Blindside,55,0,0,0,5,10,0,0,0,8,0,0,1,0,0,5,0,Starter,South Africa,7-Aug-22,10,26,45,31
Akira Ioane,Blindside,21,0,0,0,4,13,0,0,0,0,0,0,0,0,0,2,0,Bench,South Africa,1-Sep-22,35,23,50,47
Akira Ioane,Blindside,15,0,0,0,7,6,1,0,0,2,0,0,0,0,0,1,0,Bench,Argentina,27-Aug-22,18,25,60,59
Akira Ioane,Blindside,12,0,0,0,2,2,1,0,0,0,0,0,0,0,0,1,0,Bench,Australia,15-Sep-22,39,37,50,62
Akira Ioane,Blindside,69,0,0,0,7,13,0,0,0,8,0,2,0,2,1,2,1,Starter,Australia,24-Sep-22,40,14,55,45
Akira Ioane,Openside,18,0,0,0,8,13,0,0,0,4,0,0,0,0,0,1,1,Bench,Wales,6-Nov-22,55,23,52,45
Akira Ioane,Blindside,59,0,0,0,6,8,0,0,0,4,3,1,0,1,0,4,1,Starter,Scotland,14-Nov-22,31,23,54,55
Alex Hodgman,Prop,29,0,0,0,0,0,0,0,0,7,1,0,0,1,0,0,NA,Bench,Australia,7-Nov-20,22,24,48,49
Alex Hodgman,Prop,0,0,0,0,1,0,0,0,0,2,0,NA,0,0,NA,0,NA,Bench,Argentina,14-Nov-20,15,25,45,46
Angus Ta'avao,Prop,31,0,0,0,0,0,0,0,0,2,1,0,1,1,0,2,NA,Bench,Fiji,17-Jul-21,60,13,60,65
Angus Ta'avao,Prop,21,0,0,0,0,0,0,0,0,4,1,0,0,2,0,0,NA,Bench,Australia,7-Aug-21,33,25,47,42
Angus Ta'avao,Prop,18,0,0,0,1,0,0,0,1,3,0,NA,0,0,NA,1,NA,Bench,Australia,14-Aug-21,57,22,47,40
Angus Ta'avao,Prop,23,0,0,0,0,0,0,0,0,7,2,NA,0,2,NA,0,NA,Bench,Australia,5-Sep-21,38,21,44,45
Angus Ta'avao,Prop,29,0,0,0,2,0,0,0,0,4,1,0,0,0,0,1,NA,Bench,Argentina,30-Sep-18,35,17,47,46
Angus Ta'avao,Prop,58,0,0,0,3,4,1,0,0,5,1,0,0,0,0,2,NA,Starter,Japan,3-Nov-18,69,31,53,45
Angus Ta'avao,Prop,27,0,0,0,3,5,0,0,0,1,0,0,0,1,0,0,NA,Bench,Italy,25-Nov-18,66,3,60,44
Angus Ta'avao,Prop,60,0,0,0,4,4,0,0,0,10,1,NA,0,1,NA,1,NA,Starter,Argentina,21-Jul-19,20,16,42,41
Angus Ta'avao,Prop,35,0,0,0,4,2,0,0,1,5,0,NA,0,0,NA,1,NA,Bench,South Africa,27-Jul-19,16,16,57,59
Angus Ta'avao,Prop,30,0,0,0,5,1,0,0,0,5,0,NA,1,0,NA,0,NA,Bench,Australia,10-Aug-19,26,47,35,24
Angus Ta'avao,Prop,18,0,0,0,0,0,0,0,0,4,0,NA,0,0,0,0,NA,Bench,Australia,17-Aug-19,36,0,50,52
Angus Ta'avao,Prop,26,0,0,0,0,0,0,0,0,5,0,NA,0,0,NA,0,NA,Bench,Tonga,7-Sep-19,92,7,52,49
Angus Ta'avao,Prop,29,0,0,0,0,0,0,0,0,3,1,NA,0,0,NA,1,NA,Bench,South Africa,21-Sep-19,23,13,47,41
Angus Ta'avao,Prop,26,0,0,0,0,0,0,0,0,3,0,NA,0,0,NA,2,NA,Starter,Canada,2-Oct-19,63,0,64,71
Angus Ta'avao,Prop,48,1,0,0,7,15,0,0,0,8,1,NA,0,0,NA,1,NA,Bench,Namibia,6-Oct-19,71,9,54,57
Angus Ta'avao,Prop,31,0,0,0,1,0,0,0,0,5,0,NA,0,1,NA,0,NA,Bench,Ireland,19-Oct-19,46,14,50,56
Angus Ta'avao,Prop,25,0,0,0,1,0,0,0,0,0,0,NA,1,1,NA,1,NA,Bench,England,26-Oct-19,7,19,44,38
Angus Ta'avao,Prop,23,0,0,0,1,2,0,0,0,12,1,NA,0,0,NA,0,NA,Bench,Wales,1-Nov-19,40,17,39,39
Angus Ta'avao,Prop,46,0,1,1,3,17,4,1,0,5,0,0,0,1,0,2,NA,Starter,Tonga,3-Jul-21,102,0,57,39
Angus Ta'avao,Prop,50,2,0,0,8,61,1,0,1,2,0,NA,0,0,NA,2,NA,Starter,USA,24-Oct-21,104,14,60,35
Angus Ta'avao,Prop,26,0,0,0,2,2,0,0,0,11,0,0,0,1,0,1,1,Bench,Ireland,2-Jul-22,42,19,42,39
Angus Ta'avao,Prop,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Bench,Ireland,9-Jul-22,12,23,53,38
Angus Ta'avao,Prop,47,0,0,0,2,0,0,0,0,10,0,0,1,2,0,4,0,Starter,South Africa,7-Aug-22,10,26,45,31
Anton Lienert-Brown,Second Five,75,0,1,2,10,61,1,3,2,2,0,0,3,0,0,11,NA,Starter,Australia,27-Aug-16,29,9,55,60
Anton Lienert-Brown,Center,12,0,0,0,4,6,1,0,1,1,0,0,0,0,0,3,NA,Bench,Argentina,10-Sep-16,57,22,45,60
Anton Lienert-Brown,Center,15,0,0,0,2,14,0,0,0,3,0,0,0,0,0,1,NA,Bench,South Africa,17-Sep-16,41,13,51,54
Anton Lienert-Brown,Center,80,1,3,3,11,54,1,1,5,3,1,1,1,0,0,13,NA,Starter,Argentina,2-Oct-16,36,17,41,51
Anton Lienert-Brown,Center,80,0,1,2,13,90,6,2,3,2,0,0,0,0,2,8,NA,Starter,South Africa,9-Oct-16,57,15,69,64
Anton Lienert-Brown,Center,62,1,0,0,5,47,1,2,1,5,2,0,0,0,0,5,NA,Starter,Australia,22-Oct-16,37,10,35,32
Anton Lienert-Brown,Second Five,80,0,2,3,10,33,3,0,4,5,0,0,0,1,2,24,NA,Starter,Italy,13-Nov-16,68,10,63,50
Anton Lienert-Brown,Second Five,80,0,0,1,10,36,1,0,4,15,2,0,2,0,0,11,NA,Starter,Ireland,20-Nov-16,21,9,34,46
Anton Lienert-Brown,Center,80,0,0,0,8,16,0,0,1,9,0,0,0,2,1,5,NA,Starter,France,27-Nov-16,24,19,50,47
Anton Lienert-Brown,Center,80,1,4,5,12,68,5,3,4,6,1,0,0,1,0,13,NA,Starter,Samoa,16-Jun-17,78,0,45,40
Anton Lienert-Brown,Second Five,47,0,0,0,7,34,1,1,0,4,1,0,0,0,0,4,NA,Bench,Lions,24-Jun-17,30,15,61,63
Anton Lienert-Brown,Center,80,0,0,0,6,17,2,0,0,3,1,0,0,0,0,2,NA,Starter,Lions,1-Jul-17,21,24,61,58
Anton Lienert-Brown,Center,80,0,1,1,5,26,1,1,0,4,1,0,1,1,0,4,NA,Starter,Lions,8-Jul-17,15,15,51,56
Anton Lienert-Brown,Center,31,0,0,0,3,0,0,0,1,4,2,0,0,0,0,2,NA,Bench,Australia,19-Aug-17,54,34,58,51
Anton Lienert-Brown,Center,30,0,0,0,5,15,0,0,1,4,0,0,0,0,0,6,NA,Bench,Australia,26-Aug-17,35,29,61,51
Anton Lienert-Brown,Center,80,1,0,0,12,43,5,0,1,5,1,0,3,0,0,7,NA,Starter,Argentina,9-Sep-17,39,22,60,44
Anton Lienert-Brown,Second Five,27,0,1,1,4,30,5,1,1,1,0,0,0,0,0,3,NA,Bench,South Africa,16-Sep-17,57,0,53,49
Anton Lienert-Brown,Center,80,0,0,1,10,35,3,0,1,2,0,1,1,0,0,5,NA,Starter,Argentina,1-Oct-17,36,10,53,48
Anton Lienert-Brown,Second Five,11,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,NA,Bench,Australia,21-Oct-17,18,23,43,52
Anton Lienert-Brown,Second Five,16,0,1,1,4,11,0,1,0,1,0,0,1,1,0,4,NA,Bench,France,12-Nov-17,38,18,43,58
Anton Lienert-Brown,Second Five,18,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,NA,Bench,Scotland,19-Nov-17,22,17,40,42
Anton Lienert-Brown,Second Five,62,1,0,1,9,64,2,4,0,12,1,0,1,0,0,5,NA,Bench,Wales,26-Nov-17,33,18,36,44
Anton Lienert-Brown,Center,80,0,1,2,11,19,2,0,2,5,3,0,2,0,0,9,NA,Starter,France,9-Jun-18,52,11,66,53
Anton Lienert-Brown,Center,60,0,1,1,9,45,3,1,2,6,2,1,0,0,0,8,NA,Starter,France,16-Jun-18,26,13,42,43
Anton Lienert-Brown,Second Five,68,0,1,2,16,29,5,0,1,10,2,0,1,1,0,10,NA,Bench,Australia,18-Aug-18,38,13,55,53
Anton Lienert-Brown,Center,18,0,0,1,2,14,0,1,1,5,0,0,0,0,0,3,NA,Bench,Australia,25-Aug-18,40,12,48,46
Anton Lienert-Brown,Second Five,71,0,1,1,11,62,5,1,2,14,1,0,0,0,0,5,NA,Bench,Argentina,8-Sep-18,46,24,45,44
Anton Lienert-Brown,Center,58,0,1,1,7,36,3,2,2,2,1,0,1,0,0,8,NA,Starter,South Africa,15-Sep-18,34,36,75,57
Anton Lienert-Brown,Second Five,24,1,0,0,6,12,0,1,2,1,0,0,0,0,0,3,NA,Bench,Argentina,30-Sep-18,35,17,47,46
Anton Lienert-Brown,Second Five,21,0,0,0,3,16,0,0,0,3,0,0,0,0,0,2,NA,Bench,South Africa,7-Oct-18,32,30,41,36
Anton Lienert-Brown,Center,20,0,0,0,4,18,1,1,0,3,1,0,0,0,0,1,NA,Bench,Australia,27-Oct-18,37,20,54,51
Anton Lienert-Brown,Second Five,19,0,0,0,7,9,2,0,0,0,0,0,0,0,0,1,NA,Bench,Scotland,18-Nov-18,9,16,48,52
Anton Lienert-Brown,Center,80,0,0,2,21,82,6,3,4,4,0,0,3,0,0,14,NA,Starter,Italy,25-Nov-18,66,3,60,44
Anton Lienert-Brown,Center,80,0,0,0,4,4,1,0,1,7,1,NA,1,1,NA,7,NA,Starter,Argentina,21-Jul-19,20,16,42,41
Anton Lienert-Brown,Second Five,21,0,0,0,3,9,3,1,0,2,0,NA,0,0,NA,4,NA,Bench,South Africa,27-Jul-19,16,16,57,59
Anton Lienert-Brown,Second Five,80,1,0,0,14,42,8,0,3,10,1,NA,2,1,NA,10,NA,Starter,Australia,10-Aug-19,26,47,35,24
Anton Lienert-Brown,Center,80,0,1,2,17,90,7,2,1,7,1,NA,1,0,1,7,NA,Starter,Australia,17-Aug-19,36,0,50,52
Anton Lienert-Brown,Center,80,0,0,3,17,89,6,2,1,10,1,NA,1,0,NA,10,NA,Starter,Tonga,7-Sep-19,92,7,52,49
Anton Lienert-Brown,Center,80,0,1,1,9,62,8,2,1,5,2,NA,1,0,NA,4,NA,Starter,South Africa,21-Sep-19,23,13,47,41
Anton Lienert-Brown,Second Five,80,2,1,2,16,103,10,4,1,10,1,NA,0,1,NA,15,NA,Starter,Namibia,6-Oct-19,71,9,54,57
Anton Lienert-Brown,Second Five,80,0,0,0,12,38,4,2,0,8,1,NA,1,1,NA,6,NA,Starter,Ireland,19-Oct-19,46,14,50,56
Anton Lienert-Brown,Second Five,80,0,0,0,16,67,6,0,2,16,1,NA,2,0,NA,5,NA,Starter,England,26-Oct-19,7,19,44,38
Anton Lienert-Brown,Second Five,23,0,0,0,3,14,0,1,0,3,0,NA,0,0,NA,2,NA,Bench,Wales,1-Nov-19,40,17,39,39
Anton Lienert-Brown,Center,80,0,0,0,3,15,2,0,0,11,2,0,0,1,0,0,NA,Starter,Australia,7-Nov-20,22,24,48,49
Anton Lienert-Brown,Center,71,0,0,0,8,11,0,0,1,6,0,NA,0,0,NA,5,NA,Starter,Argentina,14-Nov-20,15,25,45,46
Anton Lienert-Brown,Center,53,0,0,0,5,33,0,1,1,1,0,NA,2,NA,0,4,NA,Starter,Argentina,28-Nov-20,38,0,71,82
Anton Lienert-Brown,Center,80,0,0,0,10,32,1,1,1,3,0,1,2,0,0,5,NA,Starter,Fiji,17-Jul-21,60,13,60,65
Anton Lienert-Brown,Center,80,0,0,0,8,73,1,0,0,5,0,1,1,0,0,2,NA,Starter,Australia,7-Aug-21,33,25,47,42
Anton Lienert-Brown,Center,80,1,0,0,5,19,2,0,0,8,0,NA,1,0,NA,7,NA,Starter,Australia,5-Sep-21,38,21,44,45
Anton Lienert-Brown,Center,80,0,0,0,6,56,2,1,0,7,1,NA,1,2,NA,1,NA,Starter,South Africa,2-Oct-21,29,31,47,43
Anton Lienert-Brown,Second Five,26,1,0,0,3,16,1,2,1,2,0,NA,0,1,NA,7,NA,Bench,USA,24-Oct-21,104,14,60,35
Anton Lienert-Brown,Center,80,1,0,0,5,27,0,0,0,8,0,NA,2,0,NA,2,NA,Starter,Wales,31-Oct-21,54,16,51,46
Anton Lienert-Brown,Second Five,39,0,0,0,2,7,1,0,0,9,0,NA,1,0,NA,2,NA,Starter,Ireland,14-Nov-21,20,29,40,35
