Name,Position,Minutes,Tries,Try Assists,Try Contributions,Carries,Meters,Defenders Beaten,Linebreaks,Offloads,Tackles,Missed Tackles,Turnovers Won,Turnovers Lost,Penalties,Kicks,Passes,Dominant Tackles,Starter,Opponent,Date,For,Against,Posession,Territory,Result
Sevu Reece,Wing,62,1,0,0,5,36,2,0,0,5,3,0.0,3,0.0,0.0,2,,Starter,Australia,7-Aug-21,33,25,47,42,Win
Sevu Reece,Wing,80,1,0,0,3,76,0,2,1,9,0,,2,0.0,,1,,Starter,Australia,14-Aug-21,57,22,47,40,Win
Sevu Reece,Wing,80,1,0,0,11,62,1,1,1,1,1,,2,0.0,,5,,Starter,Argentina,12-Sep-21,39,0,61,69,Win
Sevu Reece,Wing,18,1,0,0,3,19,1,1,1,0,0,,0,0.0,,4,,Bench,Wales,31-Oct-21,54,16,51,46,Win
Sevu Reece,Wing,67,1,0,0,6,39,2,0,0,3,1,,0,0.0,,7,,Starter,Italy,7-Nov-21,47,9,60,61,Win
Sevu Reece,Wing,80,1,0,0,10,108,4,1,1,12,0,0.0,0,1.0,1.0,1,0.0,Starter,Ireland,2-Jul-22,42,19,42,39,Win
Sevu Reece,Wing,13,0,0,0,2,4,0,0,0,2,0,1.0,0,0.0,0.0,0,1.0,Bench,Australia,24-Sep-22,40,14,55,45,Win
Sevu Reece,Wing,80,1,0,0,8,92,5,1,2,5,4,0.0,4,0.0,1.0,9,0.0,Starter,Japan,29-Oct-22,38,31,61,54,Win
Sevu Reece,Wing,58,0,0,0,0,0,0,0,0,6,1,0.0,0,2.0,0.0,0,0.0,Starter,Wales,6-Nov-22,55,23,52,45,Win
Shannon Frizell,Blindside,71,0,0,0,7,14,2,0,0,12,2,0.0,0,0.0,0.0,2,,Starter,France,23-Jun-18,49,14,49,44,Win
Shannon Frizell,Blindside,80,1,0,1,15,63,5,3,1,18,2,1.0,2,2.0,0.0,7,,Starter,Argentina,8-Sep-18,46,24,45,44,Win
Shannon Frizell,Blindside,66,0,0,0,6,9,1,0,0,19,1,1.0,2,1.0,0.0,2,,Starter,Argentina,30-Sep-18,35,17,47,46,Win
Shannon Frizell,Blindside,45,0,0,0,1,2,0,0,0,12,0,0.0,0,0.0,0.0,1,,Starter,South Africa,7-Oct-18,32,30,41,36,Win
Shannon Frizell,Blindside,4,0,0,0,1,1,0,0,0,0,0,,1,0.0,,0,,Bench,South Africa,21-Sep-19,23,13,47,41,Win
Shannon Frizell,Blindside,80,1,0,0,12,59,4,4,2,7,1,,2,0.0,,5,,Starter,Canada,2-Oct-19,63,0,64,71,Win
Shannon Frizell,Blindside,80,0,0,0,8,20,3,0,2,14,1,,1,1.0,,2,,Starter,Namibia,6-Oct-19,71,9,54,57,Win
Shannon Frizell,Blindside,61,0,0,0,6,12,1,0,0,14,4,,0,1.0,,3,,Starter,Wales,1-Nov-19,40,17,39,39,Win
Shannon Frizell,Blindside,80,0,0,1,2,11,0,0,1,13,0,1.0,0,1.0,0.0,5,,Starter,Fiji,10-Jul-21,57,23,51,54,Win
Shannon Frizell,Blindside,14,1,0,0,3,8,0,0,1,3,0,0.0,0,0.0,0.0,2,,Bench,Fiji,17-Jul-21,60,13,60,65,Win
Shannon Frizell,Blindside,28,0,0,0,5,6,1,0,0,2,2,,1,0.0,,0,,Bench,Italy,7-Nov-21,47,9,60,61,Win
Shannon Frizell,Blindside,59,0,0,0,10,44,0,0,0,8,0,0.0,1,1.0,0.0,2,0.0,Starter,South Africa,18-Aug-22,35,23,50,47,Win
Shannon Frizell,Blindside,58,0,0,1,5,20,0,0,0,5,2,0.0,0,0.0,0.0,4,0.0,Starter,Argentina,3-Sep-22,53,3,54,50,Win
Shannon Frizell,Blindside,62,0,0,2,7,7,0,0,0,5,0,0.0,1,0.0,0.0,7,0.0,Starter,Japan,29-Oct-22,38,31,61,54,Win
Shannon Frizell,Blindside,62,0,0,0,18,22,2,0,0,13,0,0.0,3,0.0,0.0,2,0.0,Starter,Wales,6-Nov-22,55,23,52,45,Win
Shannon Frizell,Blindside,21,0,0,0,8,17,0,0,0,1,0,0.0,0,0.0,0.0,2,0.0,Bench,Scotland,14-Nov-22,31,23,54,55,Win
Shannon Frizell,Blindside,66,0,0,1,12,24,0,0,0,11,2,0.0,0,0.0,0.0,5,3.0,Starter,Argentina,9-Jul-23,41,12,52,47,Win
Shannon Frizell,Blindside,71,1,0,0,13,43,9,2,1,12,3,1.0,0,1.0,0.0,6,1.0,Starter,South Africa,15-Jul-23,35,20,56,40,Win
Shannon Frizell,Blindside,65,1,0,0,16,15,1,0,2,9,1,0.0,1,1.0,0.0,10,0.0,Starter,Australia,29-Jul-23,38,7,57,51,Win
Shannon Frizell,Blindside,48,0,1,0,8,26,3,1,1,7,1,0.0,0,0.0,0.0,6,2.0,Starter,Italy,30-Sep-23,96,17,57,52,Win
Shannon Frizell,Blindside,53,0,1,1,6,16,1,0,1,6,0,0.0,1,0.0,0.0,5,0.0,Starter,Uruguay,6-Oct-23,73,0,63,56,Win
Shannon Frizell,Blindside,58,0,0,0,11,6,0,0,0,9,2,0.0,0,1.0,0.0,5,1.0,Starter,Ireland,15-Oct-23,28,24,45,48,Win
Shannon Frizell,Blindside,80,2,0,1,18,14,2,1,1,17,3,0.0,1,1.0,0.0,10,1.0,Starter,Argentina,21-Oct-23,44,6,57,50,Win
Shaun Stevenson,Wing,80,1,0,0,15,55,1,0,2,9,2,2.0,2,0.0,3.0,6,1.0,Starter,Australia,5-Aug-23,23,20,52,48,Win
Sonny Bill Williams,Second Five,80,1,1,4,15,75,0,2,4,3,3,0.0,2,0.0,2.0,10,,Starter,Samoa,16-Jun-17,78,0,45,40,Win
Sonny Bill Williams,Second Five,80,0,0,0,17,48,3,0,2,8,1,0.0,2,0.0,1.0,7,,Starter,Lions,24-Jun-17,30,15,61,63,Win
Sonny Bill Williams,Second Five,80,1,0,0,10,45,3,2,4,11,3,1.0,2,0.0,0.0,9,,Starter,Australia,19-Aug-17,54,34,58,51,Win
Sonny Bill Williams,Second Five,68,0,0,0,11,23,1,1,2,6,1,1.0,5,0.0,0.0,5,,Starter,Australia,26-Aug-17,35,29,61,51,Win
Sonny Bill Williams,Second Five,75,0,0,1,14,57,1,0,4,8,0,1.0,1,0.0,0.0,12,,Starter,Argentina,9-Sep-17,39,22,60,44,Win
Sonny Bill Williams,Second Five,53,0,0,0,4,8,1,0,1,2,1,0.0,1,0.0,0.0,4,,Starter,South Africa,16-Sep-17,57,0,53,49,Win
Sonny Bill Williams,Second Five,61,0,0,1,8,7,1,0,1,8,0,1.0,1,2.0,0.0,5,,Starter,Argentina,1-Oct-17,36,10,53,48,Win
Sonny Bill Williams,Second Five,80,0,0,0,13,18,0,1,2,23,2,1.0,1,2.0,1.0,8,,Starter,South Africa,8-Oct-17,25,24,36,56,Win
Sonny Bill Williams,Second Five,70,0,1,2,8,41,2,2,1,8,1,0.0,0,1.0,1.0,7,,Starter,France,12-Nov-17,38,18,43,58,Win
Sonny Bill Williams,Second Five,68,0,1,2,11,40,0,1,2,13,1,0.0,0,0.0,1.0,8,,Starter,Scotland,19-Nov-17,22,17,40,42,Win
Sonny Bill Williams,Second Five,80,0,0,2,10,49,1,1,1,11,1,0.0,0,1.0,1.0,10,,Starter,Wales,26-Nov-17,33,18,36,44,Win
Sonny Bill Williams,Second Five,57,0,1,2,9,36,0,1,2,4,2,0.0,0,0.0,0.0,9,,Starter,France,23-Jun-18,49,14,49,44,Win
Sonny Bill Williams,Second Five,46,0,0,0,7,6,1,0,2,3,0,0.0,1,2.0,0.0,5,,Starter,Argentina,30-Sep-18,35,17,47,46,Win
Sonny Bill Williams,Second Five,59,0,0,0,2,3,0,0,0,9,3,0.0,0,1.0,0.0,2,,Starter,South Africa,7-Oct-18,32,30,41,36,Win
Sonny Bill Williams,Second Five,80,0,1,1,9,30,1,0,5,7,3,1.0,3,1.0,1.0,14,,Starter,Australia,27-Oct-18,37,20,54,51,Win
Sonny Bill Williams,Second Five,30,0,0,0,4,0,1,0,1,1,0,0.0,1,0.0,1.0,1,,Starter,England,11-Nov-18,16,15,62,52,Win
Sonny Bill Williams,Second Five,65,1,0,0,8,30,1,1,1,7,2,,0,0.0,0.0,5,,Starter,Australia,17-Aug-19,36,0,50,52,Win
Sonny Bill Williams,Second Five,29,0,0,0,3,2,0,0,0,5,1,,0,0.0,,2,,Bench,South Africa,21-Sep-19,23,13,47,41,Win
Sonny Bill Williams,Second Five,52,1,2,2,14,95,5,3,4,1,1,,1,0.0,,12,,Starter,Canada,2-Oct-19,63,0,64,71,Win
Sonny Bill Williams,Second Five,27,0,0,0,4,4,1,0,2,2,0,,0,0.0,,5,,Bench,Ireland,19-Oct-19,46,14,50,56,Win
Sonny Bill Williams,Second Five,57,0,1,1,9,7,1,1,3,7,3,,0,0.0,,6,,Starter,Wales,1-Nov-19,40,17,39,39,Win
Stephen Perofeta,Fullback,80,0,0,1,10,50,1,0,1,1,2,0.0,2,0.0,1.0,9,0.0,Starter,Japan,29-Oct-22,38,31,61,54,Win
Stephen Perofeta,First Five,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,1.0,0,0.0,Bench,Scotland,14-Nov-22,31,23,54,55,Win
Steven Luatua,Number 8,80,1,0,0,11,37,0,2,1,7,0,0.0,1,2.0,0.0,9,,Starter,Italy,13-Nov-16,68,10,63,50,Win
Tamaiti Williams,Prop,21,0,0,0,1,0,0,0,0,0,0,0.0,0,0.0,0.0,1,0.0,Bench,South Africa,15-Jul-23,35,20,56,40,Win
Tamaiti Williams,Prop,32,0,0,0,0,0,0,0,0,3,1,0.0,0,0.0,0.0,0,0.0,Bench,Italy,30-Sep-23,96,17,57,52,Win
Tamaiti Williams,Prop,35,1,0,0,4,12,1,0,0,1,0,0.0,1,0.0,0.0,3,1.0,Bench,Uruguay,6-Oct-23,73,0,63,56,Win
Tamaiti Williams,Prop,17,0,0,0,3,2,0,0,0,5,0,0.0,0,0.0,0.0,0,1.0,Bench,Ireland,15-Oct-23,28,24,45,48,Win
Tamaiti Williams,Prop,25,0,0,0,4,10,2,0,0,2,0,0.0,0,0.0,0.0,2,0.0,Bench,Argentina,21-Oct-23,44,6,57,50,Win
Tamaiti Williams,Prop,48,0,0,0,1,1,1,0,0,8,2,0.0,1,3.0,0.0,2,1.0,Starter,Australia,5-Aug-23,23,20,52,48,Win
Tawera Kerr-Barlow,Halfback,9,1,1,0,1,2,0,0,0,3,0,0.0,0,1.0,0.0,8,,Bench,Wales,26-Jun-16,46,6,38,54,Win
Tawera Kerr-Barlow,Halfback,12,0,0,0,0,0,0,0,0,4,1,0.0,0,0.0,1.0,8,,Bench,Argentina,2-Oct-16,36,17,41,51,Win
Tawera Kerr-Barlow,Halfback,13,0,0,2,0,0,0,0,0,1,0,0.0,0,0.0,2.0,5,,Bench,South Africa,9-Oct-16,57,15,69,64,Win
Tawera Kerr-Barlow,Halfback,18,0,0,1,2,0,0,0,0,1,0,0.0,1,0.0,0.0,21,,Bench,Australia,22-Oct-16,37,10,35,32,Win
Tawera Kerr-Barlow,Halfback,50,0,2,5,5,19,1,1,0,4,0,0.0,2,0.0,11.0,58,,Starter,Italy,13-Nov-16,68,10,63,50,Win
Tawera Kerr-Barlow,Halfback,16,0,0,1,3,14,0,0,0,2,0,0.0,0,0.0,1.0,15,,Bench,Argentina,9-Sep-17,39,22,60,44,Win
Tawera Kerr-Barlow,Halfback,21,0,0,0,1,6,0,0,0,2,0,1.0,0,0.0,2.0,24,,Bench,South Africa,8-Oct-17,25,24,36,56,Win
Te Toiroa Tahuriorangi,Halfback,9,0,0,0,2,2,0,1,0,1,0,0.0,0,0.0,0.0,17,,Bench,Argentina,8-Sep-18,46,24,45,44,Win
Te Toiroa Tahuriorangi,Halfback,58,1,1,2,4,52,0,2,0,6,2,0.0,1,0.0,3.0,62,,Starter,Japan,3-Nov-18,69,31,53,45,Win
Te Toiroa Tahuriorangi,Halfback,30,0,0,1,2,26,3,2,0,1,1,0.0,1,0.0,0.0,32,,Bench,Italy,25-Nov-18,66,3,60,44,Win
Tim Perry,Prop,27,0,0,0,0,0,0,0,0,5,0,0.0,0,1.0,0.0,1,,Bench,Australia,18-Aug-18,38,13,55,53,Win
Tim Perry,Prop,22,0,0,0,0,0,0,0,0,5,0,0.0,0,1.0,0.0,1,,Bench,Argentina,8-Sep-18,46,24,45,44,Win
Tim Perry,Prop,24,0,0,0,2,0,0,0,0,2,2,0.0,0,1.0,0.0,0,,Bench,Argentina,30-Sep-18,35,17,47,46,Win
Tim Perry,Prop,27,0,0,0,1,0,0,0,0,5,1,0.0,0,0.0,0.0,0,,Bench,South Africa,7-Oct-18,32,30,41,36,Win
Tim Perry,Prop,27,0,0,0,0,0,0,0,0,6,0,0.0,0,0.0,0.0,1,,Bench,Japan,3-Nov-18,69,31,53,45,Win
TJ Perenara,Halfback,12,0,0,1,1,2,0,0,0,2,0,0.0,0,0.0,0.0,11,,Bench,Wales,11-Jun-16,39,21,55,54,Win
TJ Perenara,Halfback,16,0,1,1,2,14,0,2,2,1,0,0.0,0,1.0,0.0,22,,Bench,Wales,18-Jun-16,36,22,44,50,Win
TJ Perenara,Halfback,13,0,0,0,4,10,0,0,0,3,0,1.0,0,0.0,0.0,11,,Bench,Australia,20-Aug-16,42,8,55,60,Win
TJ Perenara,Halfback,15,0,0,0,3,17,0,1,0,2,0,0.0,0,0.0,1.0,15,,Bench,Australia,27-Aug-16,29,9,55,60,Win
TJ Perenara,Halfback,32,0,3,4,5,10,0,0,0,1,0,0.0,0,0.0,2.0,35,,Bench,Argentina,10-Sep-16,57,22,45,60,Win
TJ Perenara,Halfback,17,1,0,1,3,18,1,0,0,0,0,0.0,0,0.0,0.0,11,,Bench,South Africa,17-Sep-16,41,13,51,54,Win
TJ Perenara,Halfback,68,1,0,3,8,55,2,3,3,11,3,2.0,0,1.0,2.0,45,,Starter,Argentina,2-Oct-16,36,17,41,51,Win
TJ Perenara,Halfback,67,2,0,2,7,43,1,2,0,4,0,0.0,4,0.0,3.0,83,,Starter,South Africa,9-Oct-16,57,15,69,64,Win
TJ Perenara,Halfback,62,1,0,2,5,6,0,0,1,9,1,2.0,1,0.0,5.0,27,,Starter,Australia,22-Oct-16,37,10,35,32,Win
TJ Perenara,Halfback,22,0,1,1,3,31,1,2,1,6,1,1.0,0,1.0,1.0,25,,Bench,Ireland,20-Nov-16,21,9,34,46,Win
TJ Perenara,Halfback,59,0,0,2,3,0,0,0,2,8,0,0.0,0,0.0,4.0,52,,Starter,France,27-Nov-16,24,19,50,47,Win
TJ Perenara,Halfback,24,1,1,5,3,49,0,2,0,0,0,0.0,1,0.0,4.0,15,,Bench,Samoa,16-Jun-17,78,0,45,40,Win
TJ Perenara,Halfback,25,0,0,1,0,0,0,0,0,1,0,0.0,1,0.0,4.0,23,,Bench,Lions,24-Jun-17,30,15,61,63,Win
TJ Perenara,Halfback,28,0,0,0,0,0,0,0,0,3,1,2.0,1,0.0,0.0,18,,Bench,Australia,19-Aug-17,54,34,58,51,Win
TJ Perenara,Halfback,13,0,1,2,1,2,0,0,0,1,0,0.0,0,0.0,0.0,29,,Bench,Australia,26-Aug-17,35,29,61,51,Win
TJ Perenara,Halfback,64,0,2,4,7,7,0,1,0,7,1,2.0,3,0.0,2.0,63,,Starter,Argentina,9-Sep-17,39,22,60,44,Win
TJ Perenara,Halfback,23,0,0,1,2,3,0,0,0,1,0,3.0,0,0.0,0.0,34,,Bench,South Africa,16-Sep-17,57,0,53,49,Win
TJ Perenara,Halfback,30,0,1,1,2,3,1,0,0,3,0,2.0,0,0.0,1.0,27,,Bench,Argentina,1-Oct-17,36,10,53,48,Win
TJ Perenara,Halfback,12,0,0,0,1,0,0,0,0,0,0,0.0,0,0.0,1.0,7,,Bench,France,12-Nov-17,38,18,43,58,Win
TJ Perenara,Halfback,16,0,0,1,0,0,0,0,0,2,1,0.0,0,1.0,1.0,1,,Bench,Scotland,19-Nov-17,22,17,40,42,Win
TJ Perenara,Halfback,17,0,1,1,1,7,0,0,0,3,1,0.0,0,0.0,1.0,15,,Bench,Wales,26-Nov-17,33,18,36,44,Win
TJ Perenara,Halfback,15,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,1.0,11,,Bench,France,9-Jun-18,52,11,66,53,Win
TJ Perenara,Halfback,16,0,0,0,3,38,0,2,0,2,0,0.0,2,1.0,1.0,9,,Bench,France,16-Jun-18,26,13,42,43,Win
TJ Perenara,Halfback,17,0,0,1,1,0,0,0,0,1,0,1.0,0,0.0,0.0,20,,Bench,France,23-Jun-18,49,14,49,44,Win
TJ Perenara,Halfback,13,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,1.0,13,,Bench,Australia,18-Aug-18,38,13,55,53,Win
TJ Perenara,Halfback,18,0,0,0,3,12,0,0,0,4,2,0.0,0,0.0,0.0,16,,Bench,Australia,25-Aug-18,40,12,48,46,Win
TJ Perenara,Halfback,71,2,0,0,3,21,0,1,0,8,3,2.0,1,0.0,3.0,76,,Starter,Argentina,8-Sep-18,46,24,45,44,Win
TJ Perenara,Halfback,66,0,1,1,5,4,1,0,1,11,1,1.0,2,0.0,4.0,42,,Starter,Argentina,30-Sep-18,35,17,47,46,Win
TJ Perenara,Halfback,11,0,0,0,2,2,0,0,0,1,0,0.0,0,0.0,0.0,16,,Bench,South Africa,7-Oct-18,32,30,41,36,Win
TJ Perenara,Halfback,60,0,0,1,1,2,0,0,0,5,1,0.0,0,0.0,3.0,51,,Starter,Australia,27-Oct-18,37,20,54,51,Win
TJ Perenara,Halfback,18,0,0,0,1,0,0,0,0,2,1,0.0,1,0.0,3.0,19,,Bench,England,11-Nov-18,16,15,62,52,Win
TJ Perenara,Halfback,50,1,0,0,4,32,1,1,0,4,1,0.0,0,0.0,5.0,48,,Starter,Italy,25-Nov-18,66,3,60,44,Win
TJ Perenara,Halfback,29,0,0,0,3,0,0,0,0,3,0,,0,0.0,1.0,33,,Bench,Australia,17-Aug-19,36,0,50,52,Win
TJ Perenara,Halfback,59,1,0,8,7,40,1,3,0,2,0,,2,0.0,,57,,Starter,Tonga,7-Sep-19,92,7,52,49,Win
TJ Perenara,Halfback,18,0,0,0,4,5,1,0,2,2,2,,0,0.0,,19,,Bench,South Africa,21-Sep-19,23,13,47,41,Win
TJ Perenara,Halfback,41,0,1,3,7,47,2,3,2,1,0,,3,0.0,,50,,Starter,Canada,2-Oct-19,63,0,64,71,Win
TJ Perenara,First Five,14,1,1,1,6,54,3,2,1,0,0,,0,0.0,,8,,Bench,Namibia,6-Oct-19,71,9,54,57,Win
TJ Perenara,Halfback,19,0,1,2,2,5,0,0,0,0,1,,2,0.0,,11,,Bench,Ireland,19-Oct-19,46,14,50,56,Win
TJ Perenara,Halfback,21,0,0,0,1,1,0,0,0,1,0,,0,,0.0,28,,Bench,Argentina,28-Nov-20,38,0,71,82,Win
TJ Perenara,Halfback,14,0,0,0,0,0,0,0,0,2,0,,0,0.0,,12,,Bench,Australia,14-Aug-21,57,22,47,40,Win
TJ Perenara,Halfback,25,0,1,1,3,52,2,1,0,4,1,,0,0.0,,14,,Bench,Australia,5-Sep-21,38,21,44,45,Win
TJ Perenara,Halfback,61,0,1,3,5,20,0,0,0,2,0,,0,0.0,,99,,Starter,Argentina,12-Sep-21,39,0,61,69,Win
TJ Perenara,Halfback,48,1,0,0,1,4,0,0,0,3,0,,0,0.0,,59,,Starter,Argentina,18-Sep-21,36,13,51,44,Win
TJ Perenara,Halfback,65,0,0,0,2,0,0,0,1,1,0,,2,0.0,,59,,Starter,South Africa,25-Sep-21,19,17,48,55,Win
TJ Perenara,Halfback,26,1,0,2,6,91,5,2,1,0,0,,2,1.0,,29,,Bench,USA,24-Oct-21,104,14,60,35,Win
TJ Perenara,Halfback,62,1,0,0,2,6,1,0,0,6,0,,0,0.0,,42,,Starter,Wales,31-Oct-21,54,16,51,46,Win
TJ Perenara,Halfback,24,0,0,1,2,3,0,0,0,1,0,1.0,1,0.0,3.0,40,0.0,Bench,Scotland,14-Nov-22,31,23,54,55,Win
Tupou Vaa'i,Lock,17,0,0,0,3,0,0,0,0,5,1,,0,0.0,,1,,Bench,Australia,5-Sep-21,38,21,44,45,Win
Tupou Vaa'i,Lock,23,0,0,0,2,1,1,0,0,2,0,,1,0.0,,1,,Bench,Argentina,12-Sep-21,39,0,61,69,Win
Tupou Vaa'i,Lock,80,2,0,0,10,44,1,1,0,9,1,,1,0.0,,8,,Starter,Argentina,18-Sep-21,36,13,51,44,Win
Tupou Vaa'i,Lock,80,0,1,1,12,44,1,1,1,9,0,,1,1.0,,12,,Starter,USA,24-Oct-21,104,14,60,35,Win
Tupou Vaa'i,Lock,20,0,0,1,1,33,2,1,1,0,0,,0,0.0,,3,,Bench,Wales,31-Oct-21,54,16,51,46,Win
Tupou Vaa'i,Lock,80,0,0,0,10,15,0,0,1,5,1,,5,3.0,,13,,Starter,Italy,7-Nov-21,47,9,60,61,Win
Tupou Vaa'i,Lock,3,0,0,0,2,3,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,Bench,South Africa,31-Aug-22,35,23,50,47,Win
Tupou Vaa'i,Lock,13,0,0,0,1,0,1,0,0,3,0,0.0,0,1.0,0.0,0,0.0,Bench,Australia,24-Sep-22,40,14,55,45,Win
Tupou Vaa'i,Lock,80,0,0,0,18,21,1,0,0,10,1,0.0,1,0.0,0.0,5,0.0,Starter,Japan,29-Oct-22,38,31,61,54,Win
Tupou Vaa'i,Lock,10,0,0,0,5,6,0,0,0,2,0,0.0,0,0.0,0.0,0,0.0,Bench,Wales,6-Nov-22,55,23,52,45,Win
Tupou Vaa'i,Lock,10,0,0,0,1,0,0,0,0,1,0,0.0,0,0.0,0.0,3,0.0,Bench,Scotland,14-Nov-22,31,23,54,55,Win
Tupou Vaa'i,Lock,27,0,0,0,4,1,0,0,0,4,0,0.0,0,0.0,0.0,4,0.0,Bench,Argentina,9-Jul-23,41,12,52,47,Win
Tupou Vaa'i,Lock,9,0,0,0,3,1,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,Bench,South Africa,15-Jul-23,35,20,56,40,Win
Tupou Vaa'i,Lock,55,0,0,0,9,4,1,0,1,4,0,0.0,0,0.0,0.0,7,0.0,Bench,Australia,5-Aug-23,23,20,52,48,Win
Tupou Vaa'i,Lock,17,0,0,0,2,6,0,0,0,4,0,1.0,0,0.0,0.0,2,0.0,Bench,Namibia,16-Sep-23,71,3,64,40,Win
Tupou Vaa'i,Lock,80,0,0,0,13,36,2,0,0,7,3,0.0,1,1.0,0.0,7,0.0,Starter,Uruguay,6-Oct-23,73,0,63,56,Win
Tyrel Lomax,Prop,22,0,0,0,1,0,0,0,0,2,1,1.0,0,0.0,0.0,1,,Bench,Japan,3-Nov-18,69,31,53,45,Win
Tyrel Lomax,Prop,14,0,0,0,3,1,0,0,0,1,0,,0,,0.0,0,,Bench,Argentina,28-Nov-20,38,0,71,82,Win
Tyrel Lomax,Prop,34,0,0,0,1,0,0,0,0,0,0,0.0,0,3.0,0.0,0,,Bench,Tonga,3-Jul-21,102,0,57,39,Win
Tyrel Lomax,Prop,31,0,0,0,1,0,0,0,0,8,0,0.0,0,1.0,0.0,0,,Bench,Fiji,10-Jul-21,57,23,51,54,Win
Tyrel Lomax,Prop,30,0,0,0,1,1,0,0,0,5,0,,0,0.0,,1,,Bench,Argentina,12-Sep-21,39,0,61,69,Win
Tyrel Lomax,Prop,53,0,0,0,4,1,0,0,0,6,1,,0,1.0,,2,,Starter,Argentina,18-Sep-21,36,13,51,44,Win
Tyrel Lomax,Prop,30,0,0,0,4,2,0,0,0,5,1,,2,0.0,,2,,Bench,USA,24-Oct-21,104,14,60,35,Win
Tyrel Lomax,Prop,18,0,0,0,0,0,0,0,0,1,0,,0,0.0,,0,,Bench,Wales,31-Oct-21,54,16,51,46,Win
Tyrel Lomax,Prop,52,0,0,0,5,7,0,0,0,5,0,,1,1.0,,0,,Starter,Italy,7-Nov-21,47,9,60,61,Win
Tyrel Lomax,Prop,54,0,0,0,3,3,0,0,0,6,1,0.0,0,2.0,0.0,1,0.0,Starter,South Africa,15-Aug-22,35,23,50,47,Win
Tyrel Lomax,Prop,60,0,0,0,16,11,0,0,0,7,1,0.0,0,1.0,0.0,0,0.0,Starter,Argentina,3-Sep-22,53,3,54,50,Win
Tyrel Lomax,Prop,57,0,0,0,0,0,0,0,0,6,1,1.0,0,2.0,0.0,0,0.0,Starter,Australia,15-Sep-22,39,37,50,62,Win
Tyrel Lomax,Prop,56,0,0,0,8,12,0,0,1,7,5,0.0,0,0.0,0.0,2,0.0,Starter,Australia,24-Sep-22,40,14,55,45,Win
Tyrel Lomax,Prop,26,0,0,0,3,1,0,0,0,4,2,0.0,0,0.0,0.0,1,1.0,Bench,Japan,29-Oct-22,38,31,61,54,Win
Tyrel Lomax,Prop,58,0,0,0,14,19,0,0,0,9,0,0.0,0,2.0,0.0,0,0.0,Starter,Wales,6-Nov-22,55,23,52,45,Win
Tyrel Lomax,Prop,60,0,0,0,0,0,0,0,0,8,2,0.0,0,0.0,0.0,0,0.0,Starter,Argentina,9-Jul-23,41,12,52,47,Win
Tyrel Lomax,Prop,54,0,0,0,0,0,0,0,0,7,4,0.0,1,0.0,0.0,0,1.0,Starter,South Africa,15-Jul-23,35,20,56,40,Win
Tyrel Lomax,Prop,53,0,0,0,5,4,0,0,1,6,0,0.0,0,0.0,0.0,3,0.0,Starter,Australia,29-Jul-23,38,7,57,51,Win
Tyrel Lomax,Prop,32,0,0,0,2,2,0,0,0,1,1,0.0,0,0.0,0.0,1,0.0,Bench,Italy,30-Sep-23,96,17,57,52,Win
Tyrel Lomax,Prop,8,0,0,0,0,0,0,0,0,4,0,0.0,0,0.0,0.0,1,0.0,Starter,Uruguay,6-Oct-23,73,0,63,56,Win
Tyrel Lomax,Prop,63,0,0,1,7,4,0,0,0,13,2,0.0,0,0.0,0.0,1,1.0,Starter,Ireland,15-Oct-23,28,24,45,48,Win
Tyrel Lomax,Prop,55,0,0,0,10,8,0,0,0,11,1,0.0,0,1.0,0.0,1,0.0,Starter,Argentina,21-Oct-23,44,6,57,50,Win
Vaea Fifita,Blindside,24,1,0,0,1,17,0,1,0,1,0,0.0,0,0.0,0.0,0,,Bench,Samoa,16-Jun-17,78,0,45,40,Win
Vaea Fifita,Blindside,80,1,0,0,11,113,11,3,0,4,1,0.0,1,0.0,0.0,3,,Starter,Argentina,9-Sep-17,39,22,60,44,Win
Vaea Fifita,Blindside,65,0,0,0,4,38,0,2,1,5,3,1.0,1,0.0,0.0,1,,Starter,Argentina,1-Oct-17,36,10,53,48,Win
Vaea Fifita,Blindside,80,0,0,0,5,9,0,0,0,9,1,0.0,0,1.0,0.0,1,,Starter,France,12-Nov-17,38,18,43,58,Win
Vaea Fifita,Blindside,70,0,0,0,10,67,3,1,0,18,1,1.0,1,1.0,0.0,3,,Starter,Scotland,19-Nov-17,22,17,40,42,Win
Vaea Fifita,Blindside,8,0,0,0,0,0,0,0,0,1,0,0.0,0,0.0,0.0,0,,Bench,France,9-Jun-18,52,11,66,53,Win
Vaea Fifita,Blindside,40,0,0,0,1,0,0,0,0,9,1,2.0,0,0.0,0.0,3,,Bench,France,16-Jun-18,26,13,42,43,Win
Vaea Fifita,Blindside,80,0,0,0,7,24,2,0,0,7,4,1.0,0,0.0,0.0,1,,Starter,Japan,3-Nov-18,69,31,53,45,Win
Vaea Fifita,Blindside,80,0,0,0,4,50,3,2,1,12,0,0.0,1,0.0,0.0,2,,Starter,Italy,25-Nov-18,66,3,60,44,Win
Vaea Fifita,Blindside,57,0,0,0,6,5,2,0,0,1,1,,2,2.0,,2,,Starter,Argentina,21-Jul-19,20,16,42,41,Win
