Name,Position,Minutes,Tries,Try Assists,Try Contributions,Carries,Meters,Defenders Beaten,Linebreaks,Offloads,Tackles,Missed Tackles,Turnovers Won,Turnovers Lost,Penalties,Kicks,Passes,Dominant Tackles,Starter,Opponent,Date,For,Against,Posession,Territory,Result
Waisake Naholo,Wing,80,2,0,0,17,198,9,5,0,4,2,1.0,4,0.0,1.0,8,,Starter,Wales,11-Jun-16,39,21,55,54,Win
Waisake Naholo,Wing,80,1,0,1,9,111,3,4,0,6,4,1.0,2,2.0,1.0,2,,Starter,Wales,18-Jun-16,36,22,44,50,Win
Waisake Naholo,Wing,32,0,0,0,7,45,2,0,0,1,0,0.0,1,0.0,1.0,2,,Bench,Wales,26-Jun-16,46,6,38,54,Win
Waisake Naholo,Wing,39,1,0,1,9,111,5,4,0,0,0,0.0,1,0.0,0.0,5,,Starter,Australia,20-Aug-16,42,8,55,60,Win
Waisake Naholo,Wing,62,0,0,0,10,76,5,3,1,0,0,0.0,1,0.0,1.0,8,,Starter,South Africa,9-Oct-16,57,15,69,64,Win
Waisake Naholo,Wing,80,1,0,0,19,156,8,3,2,1,2,0.0,2,0.0,0.0,10,,Starter,Italy,13-Nov-16,68,10,63,50,Win
Waisake Naholo,Wing,7,0,0,0,2,13,0,0,0,0,0,0.0,0,0.0,0.0,0,,Bench,Ireland,20-Nov-16,21,9,34,46,Win
Waisake Naholo,Wing,80,0,0,0,5,17,1,1,1,2,0,2.0,0,1.0,1.0,1,,Starter,France,27-Nov-16,24,19,50,47,Win
Waisake Naholo,Wing,80,1,1,1,9,55,4,4,0,3,1,1.0,1,0.0,0.0,8,,Starter,Argentina,1-Oct-17,36,10,53,48,Win
Waisake Naholo,Wing,80,2,0,0,5,7,2,2,0,7,0,2.0,1,1.0,0.0,1,,Starter,France,12-Nov-17,38,18,43,58,Win
Waisake Naholo,Wing,74,0,0,0,3,14,0,0,1,2,2,0.0,0,3.0,0.0,2,,Starter,Scotland,19-Nov-17,22,17,40,42,Win
Waisake Naholo,Wing,70,2,0,0,10,64,3,5,1,5,1,0.0,2,0.0,1.0,4,,Starter,Wales,26-Nov-17,33,18,36,44,Win
Waisake Naholo,Wing,80,0,0,0,12,98,4,3,1,4,4,1.0,1,0.0,2.0,4,,Starter,France,23-Jun-18,49,14,49,44,Win
Waisake Naholo,Wing,80,2,0,1,17,126,13,4,1,3,2,1.0,4,1.0,0.0,7,,Starter,Australia,18-Aug-18,38,13,55,53,Win
Waisake Naholo,Wing,80,0,0,0,10,71,5,3,1,7,1,1.0,1,0.0,0.0,5,,Starter,Australia,25-Aug-18,40,12,48,46,Win
Waisake Naholo,Wing,58,0,0,0,7,69,1,1,0,4,1,1.0,0,1.0,1.0,4,,Starter,Argentina,8-Sep-18,46,24,45,44,Win
Waisake Naholo,Wing,80,1,0,1,5,55,3,3,1,6,3,0.0,2,0.0,0.0,2,,Starter,Argentina,30-Sep-18,35,17,47,46,Win
Waisake Naholo,Wing,50,0,0,0,2,12,2,0,1,6,1,1.0,1,0.0,1.0,2,,Starter,South Africa,7-Oct-18,32,30,41,36,Win
Waisake Naholo,Wing,70,1,2,2,12,79,0,3,1,5,5,1.0,2,1.0,4.0,5,,Starter,Japan,3-Nov-18,69,31,53,45,Win
Waisake Naholo,Wing,54,0,0,0,7,44,3,1,0,2,0,1.0,0,0.0,0.0,0,,Starter,Italy,25-Nov-18,66,3,60,44,Win
Will Jordan,Wing,16,2,0,0,4,121,2,3,0,0,0,,0,,0.0,2,,Bench,Argentina,28-Nov-20,38,0,71,82,Win
Will Jordan,Wing,80,5,0,0,15,170,8,8,1,5,0,0.0,2,0.0,4.0,9,,Starter,Tonga,3-Jul-21,102,0,57,39,Win
Will Jordan,Wing,15,1,0,0,2,36,0,2,0,1,0,1.0,0,0.0,0.0,0,,Bench,Fiji,10-Jul-21,57,23,51,54,Win
Will Jordan,Wing,42,1,0,0,2,7,1,1,0,0,0,0.0,1,0.0,0.0,0,,Starter,Fiji,17-Jul-21,60,13,60,65,Win
Will Jordan,Wing,80,1,1,1,4,54,0,1,1,3,0,,2,0.0,,2,,Starter,Australia,14-Aug-21,57,22,47,40,Win
Will Jordan,Wing,70,1,0,2,7,25,1,1,1,4,1,,1,0.0,,8,,Starter,Australia,5-Sep-21,38,21,44,45,Win
Will Jordan,Wing,80,0,0,1,6,35,1,1,1,10,1,,3,0.0,,8,,Starter,Argentina,18-Sep-21,36,13,51,44,Win
Will Jordan,Wing,58,1,0,0,6,56,3,0,0,2,0,,2,0.0,,3,,Starter,South Africa,25-Sep-21,19,17,48,55,Win
Will Jordan,Wing,80,3,2,4,19,184,8,8,1,0,0,,3,0.0,,13,,Starter,USA,24-Oct-21,104,14,60,35,Win
Will Jordan,Wing,68,1,0,0,7,72,5,2,0,7,0,,2,0.0,,6,,Starter,Wales,31-Oct-21,54,16,51,46,Win
Will Jordan,Wing,80,0,1,1,8,94,0,2,0,5,2,0.0,3,0.0,1.0,8,0.0,Starter,South Africa,26-Aug-22,35,23,50,47,Win
Will Jordan,Wing,80,0,0,0,9,23,1,1,2,6,2,0.0,1,1.0,3.0,5,2.0,Starter,Argentina,3-Sep-22,53,3,54,50,Win
Will Jordan,Wing,80,1,1,1,3,43,4,1,1,8,3,1.0,0,1.0,3.0,2,0.0,Starter,Australia,15-Sep-22,39,37,50,62,Win
Will Jordan,Wing,67,1,0,0,11,119,4,2,0,2,0,0.0,1,0.0,0.0,4,0.0,Starter,Australia,24-Sep-22,40,14,55,45,Win
Will Jordan,Wing,80,1,1,2,11,72,7,4,2,6,0,0.0,3,0.0,1.0,7,0.0,Starter,South Africa,15-Jul-23,35,20,56,40,Win
Will Jordan,Wing,80,1,1,1,17,47,3,3,2,11,0,1.0,0,1.0,4.0,11,0.0,Starter,Australia,29-Jul-23,38,7,57,51,Win
Will Jordan,Fullback,80,0,0,0,24,130,2,2,2,2,0,0.0,2,1.0,4.0,16,0.0,Starter,Australia,5-Aug-23,23,20,52,48,Win
Will Jordan,Wing,80,2,0,0,17,136,1,4,4,5,0,0.0,0,0.0,5.0,9,2.0,Starter,Italy,30-Sep-23,96,17,57,52,Win
Will Jordan,Wing,80,2,1,2,12,111,3,4,0,6,2,1.0,1,0.0,3.0,11,0.0,Starter,Uruguay,6-Oct-23,73,0,63,56,Win
Will Jordan,Wing,80,1,0,1,9,78,0,0,0,15,1,1.0,0,1.0,1.0,7,0.0,Starter,Ireland,15-Oct-23,28,24,45,48,Win
Will Jordan,Wing,80,3,1,1,9,78,3,3,1,5,1,0.0,2,0.0,2.0,6,0.0,Starter,Argentina,21-Oct-23,44,6,57,50,Win
Wyatt Crockett,Prop,29,0,0,0,1,0,0,0,0,2,1,0.0,0,0.0,0.0,3,,Bench,Australia,27-Aug-16,29,9,55,60,Win
Wyatt Crockett,Prop,28,0,0,1,1,1,0,0,0,2,0,0.0,0,0.0,0.0,4,,Bench,Argentina,10-Sep-16,57,22,45,60,Win
Wyatt Crockett,Prop,35,0,0,0,1,0,0,0,1,1,1,1.0,1,1.0,0.0,1,,Bench,South Africa,17-Sep-16,41,13,51,54,Win
Wyatt Crockett,Prop,29,0,0,0,0,0,0,0,0,2,4,0.0,0,3.0,0.0,0,,Bench,Argentina,2-Oct-16,36,17,41,51,Win
Wyatt Crockett,Prop,30,0,0,1,1,0,0,0,0,5,1,0.0,0,1.0,0.0,1,,Bench,South Africa,9-Oct-16,57,15,69,64,Win
Wyatt Crockett,Prop,28,0,0,0,2,8,0,0,2,8,1,1.0,0,0.0,0.0,2,,Bench,Australia,22-Oct-16,37,10,35,32,Win
Wyatt Crockett,Prop,70,1,1,1,7,20,1,2,1,8,1,0.0,1,0.0,0.0,6,,Starter,Italy,13-Nov-16,68,10,63,50,Win
Wyatt Crockett,Prop,33,0,0,1,3,4,0,0,1,2,0,0.0,0,1.0,0.0,4,,Bench,Wales,11-Jun-16,39,21,55,54,Win
Wyatt Crockett,Prop,37,0,0,0,2,10,0,0,0,3,1,0.0,0,0.0,0.0,0,,Bench,Wales,18-Jun-16,36,22,44,50,Win
Wyatt Crockett,Prop,28,0,0,0,0,0,0,0,0,0,2,0.0,0,2.0,0.0,2,,Bench,Wales,26-Jun-16,46,6,38,54,Win
Wyatt Crockett,Prop,57,0,0,0,5,3,0,0,0,6,2,0.0,0,0.0,0.0,3,,Starter,Australia,20-Aug-16,42,8,55,60,Win
Wyatt Crockett,Prop,31,0,0,0,2,1,0,0,0,5,1,0.0,1,0.0,0.0,1,,Bench,Ireland,20-Nov-16,21,9,34,46,Win
Wyatt Crockett,Prop,36,0,0,0,0,0,0,0,0,2,0,0.0,0,2.0,0.0,1,,Bench,France,27-Nov-16,24,19,50,47,Win
Wyatt Crockett,Prop,30,0,0,0,1,8,0,0,0,4,0,0.0,0,0.0,0.0,0,,Bench,Samoa,16-Jun-17,78,0,45,40,Win
Wyatt Crockett,Prop,27,0,0,0,1,1,0,0,0,1,0,0.0,0,2.0,0.0,1,,Bench,Lions,24-Jun-17,30,15,61,63,Win
Wyatt Crockett,Prop,14,0,0,0,0,0,0,0,0,2,1,0.0,0,0.0,0.0,0,,Bench,Australia,19-Aug-17,54,34,58,51,Win
Wyatt Crockett,Prop,16,0,0,0,2,1,0,0,0,0,0,0.0,0,0.0,0.0,0,,Bench,Argentina,9-Sep-17,39,22,60,44,Win
Wyatt Crockett,Prop,38,0,0,0,5,7,0,0,1,5,0,0.0,0,0.0,0.0,3,,Bench,South Africa,16-Sep-17,57,0,53,49,Win
Wyatt Crockett,Prop,34,0,0,0,2,1,0,0,0,6,1,0.0,0,1.0,0.0,4,,Bench,Argentina,1-Oct-17,36,10,53,48,Win
Wyatt Crockett,Prop,35,0,0,0,5,4,0,0,0,6,3,0.0,0,1.0,0.0,0,,Bench,South Africa,8-Oct-17,25,24,36,56,Win
Wyatt Crockett,Prop,33,0,0,0,0,0,0,0,0,7,0,0.0,0,4.0,0.0,0,,Bench,France,12-Nov-17,38,18,43,58,Win
Wyatt Crockett,Prop,19,0,0,0,0,0,0,0,0,5,1,0.0,1,1.0,0.0,1,,Bench,Scotland,19-Nov-17,22,17,40,42,Win
Wyatt Crockett,Prop,21,0,0,0,1,0,0,0,0,3,0,0.0,0,3.0,0.0,0,,Bench,Wales,26-Nov-17,33,18,36,44,Win
